Asset Number,DeviceID,Manufacturer,Model,Image Date,Image Time,Body Part,View,Exposure Index,KAP (uGy.m2),kVp,Exposure (mAs),Exposure time (ms),Image Status,Reject Reason
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,1:16:01 PM,Clavicle L,Axial,205,8.11,73.0,6.0,7.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,1:14:48 PM,Clavicle L,AP,216,12.31,73.0,6.0,7.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,1:28:06 PM,Wrist L,Lateral,758,1.31,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,1:27:19 PM,Wrist L,PA,661,0.91,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,1:53:16 PM,Wrist L,Lateral,746,2.44,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,1:53:02 PM,Wrist L,PA,699,1.5,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:06:01 PM,Bilateral Standing Knees,AP Wt Bearing Bilateral,272,62.47,70.0,12.0,14.0,rejected,Anatomy Cut-off - Collimation
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:10:22 PM,Bilateral Standing Knees,AP,105,19.34,70.0,10.0,11.0,rejected,Anatomy Cut-off - Collimation
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:09:29 PM,Bilateral Standing Knees,AP,120,19.79,70.0,10.0,11.0,rejected,Patient Rotated
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:12:58 PM,Bilateral Standing Knees,Lateral,126,13.49,70.0,10.0,11.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:13:53 PM,Bilateral Standing Knees,Lateral,154,18.89,70.0,10.0,11.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:17:26 PM,Bilateral Standing Knees,Lateral,839,24.73,70.0,10.0,11.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:14:58 PM,Bilateral Standing Knees,Lateral,143,18.54,70.0,10.0,11.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:08:37 PM,Bilateral Standing Knees,AP,113,19.34,70.0,10.0,11.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:18:21 PM,Bilateral Standing Knees,Lateral,450,16.32,66.0,8.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:11:30 PM,Bilateral Standing Knees,AP,103,17.99,70.0,10.0,11.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:27:13 PM,Wrist R,Lateral,229,0.38,48.0,2.0,10.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:28:36 PM,Wrist R,Scaphoid,351,0.24,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:27:41 PM,Wrist R,Lateral,218,0.38,48.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:26:15 PM,Wrist R,Oblique,276,0.31,48.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:25:31 PM,Wrist R,PA,313,0.44,48.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:36:35 PM,Hand R,Lateral,228,1.4,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:35:07 PM,Hand R,Oblique,250,1.18,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:34:21 PM,Hand R,PA,269,1.21,48.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:43:46 PM,Lumbar Spine,Lateral,114,124.07,90.0,24.0,34.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:42:28 PM,Lumbar Spine,Lateral,127,145.47,77.0,62.0,74.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:40:45 PM,Lumbar Spine,AP,197,54.49,77.0,23.0,27.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:49:34 PM,Clavicle R,Axial,233,10.95,73.0,12.0,14.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:48:50 PM,Clavicle R,AP,283,36.81,70.0,12.0,14.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:52:59 PM,Wrist R,Lateral,279,2.01,57.0,3.0,10.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:53:20 PM,Wrist R,Lateral,288,2.01,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:52:24 PM,Wrist R,PA,191,1.39,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:59:11 PM,Clavicle R,Axial,323,11.71,70.0,12.0,14.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,2:58:13 PM,Clavicle R,AP,458,40.17,73.0,12.0,14.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,3:09:40 PM,Thumb L,AP,158,0.55,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,3:11:25 PM,Thumb L,Lat,261,0.59,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,3:10:33 PM,Thumb L,Oblique,184,0.48,48.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,3:58:46 PM,Knee L,Lateral,399,5.58,60.0,4.0,10.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,3:59:37 PM,Knee L,Lateral,279,4.54,57.0,4.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,3:56:54 PM,Knee L,AP,324,5.13,57.0,4.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,4:18:15 PM,Elbow L,AP,238,0.89,50.0,2.0,10.0,rejected,Patient Rotated
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,4:16:48 PM,Elbow L,External Oblique,216,0.72,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,4:19:10 PM,Elbow L,AP,189,0.84,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,4:16:08 PM,Elbow L,AP,193,0.63,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,4:13:53 PM,Elbow L,Lateral,443,1.57,52.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,4:28:36 PM,Tibia/Fibula R,Lateral,602,26.63,70.0,8.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,4:26:14 PM,Tibia/Fibula R,AP,797,27.35,70.0,8.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,13/07/2020,4:39:24 PM,Knee R,Skyline,185,1.43,70.0,12.0,14.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,8:32:31 AM,Knee L,Lateral,181,12.8,66.0,8.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,8:31:03 AM,Knee L,AP,178,6.3,60.0,4.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,8:41:50 AM,Wrist R,Lateral,172,1.01,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,8:40:49 AM,Wrist R,PA,192,0.93,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,8:47:30 AM,Clavicle R,Axial,326,10.95,73.0,12.0,14.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,8:46:37 AM,Clavicle R,AP,270,22.93,70.0,10.0,11.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,8:48:15 AM,Clavicle R,AP,358,31.85,73.0,11.0,13.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,8:50:05 AM,Clavicle R,Outlet PA,257,38.28,73.0,20.0,23.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:05:50 AM,Foot L,Lateral,451,7.32,60.0,5.0,15.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:02:00 AM,Foot L,Oblique,447,2.6,60.0,4.0,12.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:06:53 AM,Foot L,Lateral,186,9.76,60.0,5.0,15.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:00:24 AM,Foot L,Oblique,145,3.64,60.0,4.0,12.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,8:58:50 AM,Foot L,DP,225,7.81,60.0,4.0,12.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:16:07 AM,Ankle L,Lateral,221,2.08,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:14:43 AM,Ankle L,Oblique,139,1.35,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:13:53 AM,Ankle L,AP,123,1.35,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:26:14 AM,Elbow R,AP,198,1.12,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:25:03 AM,Elbow R,Lateral,271,0.67,55.0,3.0,11.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:24:28 AM,Elbow R,Lateral,295,1.41,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:29:36 AM,Elbow R,AP,168,0.84,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:28:07 AM,Elbow R,Lateral,244,0.57,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:27:29 AM,Elbow R,Lateral,354,1.54,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:38:23 AM,Elbow R,AP,108,3.58,60.0,5.0,15.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:35:57 AM,Elbow R,Lateral,462,5.59,60.0,4.0,12.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:46:13 AM,Ankle R,Lateral,249,2.96,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:45:14 AM,Ankle R,Oblique,144,2.1,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:44:27 AM,Ankle R,AP,141,2.25,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:59:11 AM,Shoulder R,Outlet PA,304,32.39,73.0,20.0,23.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:58:17 AM,Shoulder R,Outlet PA,276,32.39,73.0,20.0,23.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,9:56:19 AM,Shoulder R,AP Neutral,460,31.41,73.0,10.0,11.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:04:50 AM,Elbow L,Lateral,434,4.2,60.0,3.0,10.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:07:47 AM,Elbow L,AP,88,2.21,60.0,4.0,12.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:05:27 AM,Elbow L,Lateral,387,4.2,60.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:13:30 AM,Wrist L,Lateral,247,0.79,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:12:45 AM,Wrist L,Oblique,228,0.6,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:12:00 AM,Wrist L,PA,340,0.63,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:22:01 AM,Tibia/Fibula R,Lateral,448,11.8,66.0,5.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:21:06 AM,Tibia/Fibula R,Lateral,422,11.8,66.0,5.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:19:16 AM,Tibia/Fibula R,AP,293,5.98,63.0,5.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:18:31 AM,Tibia/Fibula R,AP,227,7.66,63.0,4.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:48:53 AM,Foot L,Lateral,365,6.37,60.0,4.0,12.0,rejected,Patient Rotated
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:49:26 AM,Foot L,Lateral,361,6.64,60.0,4.0,12.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:45:49 AM,Foot L,Oblique,155,1.85,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:44:56 AM,Foot L,DP,150,1.57,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:58:28 AM,Tibia/Fibula R,Lateral,359,3.18,60.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,10:57:10 AM,Tibia/Fibula R,AP,254,2.64,60.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:06:10 AM,Ankle L,Lateral,247,2.64,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:04:51 AM,Ankle L,Oblique,174,1.85,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:04:05 AM,Ankle L,AP,164,1.8,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:14:24 AM,Pelvis,AP,362,161.92,80.0,40.0,50.0,rejected,Artefact - Patient Based
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:24:34 AM,Knee R,Lateral,387,10.66,66.0,6.0,10.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:25:23 AM,Knee R,Lateral,384,10.66,66.0,6.0,10.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:23:39 AM,Knee R,Lateral,392,10.66,66.0,6.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:21:28 AM,Knee R,Lateral,188,10.43,70.0,8.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:20:04 AM,Knee R,Lateral,212,11.87,70.0,8.0,10.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:16:58 AM,Knee R,AP,102,11.84,66.0,8.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:18:29 AM,Pelvis,AP Oblique,561,158.66,85.0,80.0,105.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:15:05 AM,Pelvis,AP,355,152.54,80.0,40.0,50.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:53:17 AM,Knee R,Lateral,217,12.48,66.0,8.0,10.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:56:06 AM,Knee R,Skyline,189,2.38,70.0,14.0,15.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:54:36 AM,Knee R,Lateral,221,13.12,66.0,8.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:51:38 AM,Knee R,PA Rosenberg,382,45.18,70.0,12.0,14.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,11:49:59 AM,Knee R,AP,342,59.5,70.0,9.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,12:59:29 PM,Foot R,Lateral,369,7.16,60.0,4.0,12.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,12:57:22 PM,Foot R,Oblique,222,2.25,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,12:56:34 PM,Foot R,DP,264,1.95,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:11:24 PM,Wrist R,Lateral,242,1.92,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:10:23 PM,Wrist R,Oblique,191,1.29,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:09:29 PM,Wrist R,PA,198,1.09,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:32:50 PM,Hand L,Lateral,159,1.74,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:31:50 PM,Hand L,Oblique,200,1.63,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:31:16 PM,Hand L,PA,245,1.56,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:46:32 PM,Wrist R,Lateral,244,0.53,50.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:44:53 PM,Wrist R,PA,422,0.72,48.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:56:00 PM,Shoulder R,Outlet PA,346,58.31,73.0,22.0,25.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:53:55 PM,Shoulder R,AP Neutral,196,10.04,70.0,12.0,14.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,1:53:00 PM,Shoulder R,AP Neutral,221,44.06,70.0,12.0,14.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,2:10:54 PM,Shoulder L,Outlet PA,247,44.17,73.0,20.0,23.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,2:09:15 PM,Shoulder L,AP Neutral,413,33.47,73.0,11.0,13.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,2:19:36 PM,Wrist R,Lateral,256,0.96,55.0,2.0,10.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,2:20:11 PM,Wrist R,Lateral,231,0.96,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,2:18:34 PM,Wrist R,PA,182,0.84,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:21:15 PM,Hand R,Lateral,356,2.15,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:22:40 PM,Hand R,Oblique,247,1.8,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:22:11 PM,Hand R,PA,236,1.57,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:31:22 PM,Wrist L,Lateral,565,3.25,57.0,4.0,11.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:31:48 PM,Wrist L,Lateral,577,3.25,57.0,4.0,11.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:30:25 PM,Wrist L,Oblique,324,2.04,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:30:03 PM,Wrist L,PA,397,2.45,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:41:52 PM,Hand R,Oblique,334,1.2,55.0,3.0,11.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:40:26 PM,Hand R,Oblique,429,1.37,55.0,3.0,11.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:46:12 PM,Hand L,Lateral,614,1.37,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:47:41 PM,Hand L,Oblique,402,0.89,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,14/07/2020,4:46:53 PM,Hand L,PA,364,0.75,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:29:22 AM,Forearm L,Lateral,603,3.23,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:30:16 AM,Forearm L,AP,504,3.71,60.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:37:21 AM,Wrist R,Lateral,527,3.32,60.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:38:17 AM,Wrist R,PA,286,1.98,57.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:42:45 AM,Wrist R,Lateral,619,2.88,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:42:07 AM,Wrist R,Lateral,609,2.88,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:41:08 AM,Wrist R,PA,634,1.77,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:45:58 AM,Wrist R,Lateral,609,2.18,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:45:28 AM,Wrist R,PA,580,1.34,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:55:58 AM,Wrist R,Lateral,515,2.44,60.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:55:11 AM,Wrist R,Oblique,281,2.21,57.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:54:41 AM,Wrist R,PA,233,2.04,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,8:59:33 AM,Wrist R,Lateral,492,3.71,60.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:00:30 AM,Wrist R,PA,508,2.73,60.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:05:16 AM,Finger L,Lat,946,0.42,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:04:47 AM,Finger L,Oblique,524,0.51,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:04:09 AM,Finger L,PA,582,0.51,52.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:12:08 AM,Wrist R,Lateral,652,2.53,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:11:37 AM,Wrist R,PA,650,1.55,55.0,2.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:22:45 AM,Ankle L,Lateral,229,2.11,60.0,5.0,15.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:21:21 AM,Ankle L,Lateral,191,1.45,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:30:55 AM,Humerus L,Lateral,70,14.38,66.0,6.0,17.0,rejected,Not True Lateral
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:29:00 AM,Humerus L,AP,141,11.49,63.0,5.0,13.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:29:42 AM,Humerus L,AP,374,5.62,63.0,6.0,18.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:31:37 AM,Humerus L,Lateral,345,23.75,70.0,8.0,20.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:45:07 AM,Ankle L,Lateral,402,4.51,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:44:24 AM,Ankle L,Oblique,284,3.94,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:43:55 AM,Ankle L,AP,225,3.46,55.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:52:08 AM,Forearm R,Lateral,"1,451",4.28,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:51:10 AM,Forearm R,Lateral,"1,234",4.71,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:50:18 AM,Forearm R,AP,"1,448",3.84,57.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,10:00:55 AM,Shoulder L,Outlet PA,123,11.96,73.0,5.0,5.0,rejected,Patient Rotated
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:58:21 AM,Wrist L,Lateral,749,3.71,60.0,3.0,10.0,confirmed,
12345667,QHSCHDXC07,Philips,Digital Diagnost,15/07/2020,9:56:57 AM,Wrist L,PA,528,2.43,57.0,2.0,10.0,confirmed,
